column,block,source_file_line,definition,grain,source_records,event_subset,window,statistic,denominator_exposure,zero_semantics,missing_semantics,asof_rule,coding_era_dependence,intended_model_families,est_compute_cost,parity_class,parity_evidence
b4_burden_x_mileage_band_ord,B4,factory/blocks.py:172; emitter factory/blocks.py:384-407,b4_burden_mean_last3 * mileage-band ordinal (1..4); NULL when the band is unknown.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition x mileage,last_3_days,interaction,items x band ordinal,n/a,NULL when the band is unknown,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,inherits b4_mileage_band,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),unsafe_ambiguous,"a product with the unit-ambiguous band ordinal (factory/blocks.py:172). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 122.0], NULL 8.134%"
b4_deterioration_slope,B4,factory/blocks.py:173; emitter factory/blocks.py:384-407,Least-squares slope of items-per-test-day against years since the first prior day (items/year); NULL with <2 priors or a degenerate span.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,lifetime,slope,items per YEAR over the whole observed span,0.0 = flat,NULL with fewer than 2 priors or a degenerate span (factory/blocks.py:173),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) from five running sums (factory/state.py:305-313),different_window_or_semantics,"the cube asks for a RECENT slope; this is fitted over the WHOLE observed span (factory/state.py:305-313). No robust variant, and the span denominator is not shipped (only n). range -4383 .. +2191 shows near-degenerate-span blow-ups; MEASURED flat4y/r1m n=999,999: range [-4383.0 .. 2191.5], NULL 15.561%"
b4_deterioration_slope_n_days,B4,factory/blocks.py:174; emitter factory/blocks.py:384-407,Number of prior test-days the slope was fitted on (its honest denominator).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,lifetime,count,raw count,0 = the slope was not fitted,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) from five running sums (factory/state.py:305-313),equivalent,"the slope's honest denominator (factory/blocks.py:174). MEASURED flat4y/r1m n=999,999: range [0 .. 48], NULL 0.000%"
b5_n_prior_multi_test_days,B5,factory/blocks.py:178; emitter factory/blocks.py:410-428,Prior test-days carrying more than one test record (same-day retest pairs).,vehicle x prior test-DAY,vehicle_day atom (results + items),same_day_multiset,lifetime,count,raw count,0 = no prior day carried more than one record,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the D13 exposure counter (factory/blocks.py:178) - it also bounds how many rows the B0 tests[0] family can be order-sensitive on. MEASURED flat4y/r1m n=999,999: range [0 .. 12], NULL 0.000%"
b5_max_tests_on_a_prior_day,B5,factory/blocks.py:179; emitter factory/blocks.py:410-428,Largest number of test records on any single prior test-day.,vehicle x prior test-DAY,vehicle_day atom (results + items),same_day_multiset,lifetime,max,records per day,n/a,NULL without priors (factory/blocks.py:179),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"a genuine MAX statistic - one of only three in the 241. MEASURED flat4y/r1m n=999,999: range [1 .. 6], NULL 7.639%"
b5_n_prior_days_pass_and_fail,B5,factory/blocks.py:180; emitter factory/blocks.py:410-428,Prior test-days carrying BOTH a PASS and a FAIL record (the tie-exposed population).,vehicle x prior test-DAY,vehicle_day atom (results + items),same_day pass+fail,lifetime,count,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the tie-exposed population (factory/blocks.py:180). MEASURED flat4y/r1m n=999,999: range [0 .. 12], NULL 0.000%"
b5_n_prior_nondefinitive_days,B5,factory/blocks.py:181; emitter factory/blocks.py:410-428,Prior test-days whose D13 cluster outcome is AMBIGUOUS under cycles.py semantics -- which is EITHER a same-stratum FAIL + definitive pass OR a day of mixed non-definitive outcomes (e.g. ABANDONED + ABORTED). Superset of b5_n_prior_ambiguous_days.,vehicle x prior test-DAY,vehicle_day atom (results + items),ambiguous_cluster,lifetime,count,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the cycles.py AMBIGUOUS superset (factory/blocks.py:181). MEASURED flat4y/r1m n=999,999: range [0 .. 2], NULL 0.000%"
b5_n_prior_ambiguous_days,B5,factory/blocks.py:182; emitter factory/blocks.py:410-428,STRICT variant: prior test-days that are AMBIGUOUS *and* carry a definitive outcome -- same-stratum FAIL + definitive pass only. The sequence is unidentified and is never invented.,vehicle x prior test-DAY,vehicle_day atom (results + items),ambiguous_cluster_strict,lifetime,count,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the strict same-stratum FAIL plus definitive pass case (factory/blocks.py:182). MEASURED flat4y/r1m n=999,999: range [0 .. 2], NULL 0.000%"
b5_n_prior_mileage_conflict_days,B5,factory/blocks.py:183; emitter factory/blocks.py:410-428,Prior test-days whose same-day odometer readings differ by more than 1%.,vehicle x prior test-DAY,vehicle_day atom (results + items),mileage_conflict,lifetime,count,raw count,0 = no same-day reading pair differed by more than 1%,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),partial,"the UNRELIABLE-MILEAGE indicator, but SAME-DAY only (factory/blocks.py:183; factory/atoms.py:232-234). Cross-test rollback or discontinuity is not detected: state carries prev_valid_mileage (factory/state.py:176) and never emits it. MEASURED flat4y/r1m n=999,999: range [0 .. 2], NULL 0.000%"
b5_last_day_n_tests,B5,factory/blocks.py:184; emitter factory/blocks.py:410-428,Test records on the most recent prior test-day; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),same_day_multiset,latest_day,count,raw count,n/a,NULL without priors (factory/blocks.py:184),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"test records on the most recent prior day. MEASURED flat4y/r1m n=999,999: range [1 .. 5], NULL 7.639%"
b5_last_day_n_distinct_outcomes,B5,factory/blocks.py:185; emitter factory/blocks.py:410-428,Distinct outcomes on the most recent prior test-day; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),same_day_multiset,latest_day,count,raw count,n/a,NULL without priors (factory/blocks.py:185),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"distinct outcomes on that day. MEASURED flat4y/r1m n=999,999: range [1 .. 3], NULL 7.639%"
b5_last_day_has_pass,B5,factory/blocks.py:186; emitter factory/blocks.py:410-428,Most recent prior test-day contained a PASS record; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),pass,latest_day,presence,n/a,False = the most recent prior DAY contained no PASS record,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the D13-SAFE 'latest outcome' family (factory/blocks.py:186) - the twin that B0 reads with tests[0]. MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 7.639%"
b5_last_day_has_fail,B5,factory/blocks.py:187; emitter factory/blocks.py:410-428,Most recent prior test-day contained a FAIL record; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),fail,latest_day,presence,n/a,False = the most recent prior DAY contained no FAIL record,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the D13-SAFE 'latest outcome' family (factory/blocks.py:187) - the twin that B0 reads with tests[0]. MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 7.639%"
b5_last_day_has_prs,B5,factory/blocks.py:188; emitter factory/blocks.py:410-428,Most recent prior test-day contained a PRS record; NULL without priors. PRS has no confirmed live representation (SERVE_VIEW invariant 3).,vehicle x prior test-DAY,vehicle_day atom (results + items),prs,latest_day,presence,n/a,False = the most recent prior DAY contained no PRS record,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),different_window_or_semantics,"the D13-SAFE 'latest outcome' family (factory/blocks.py:188) - the twin that B0 reads with tests[0]. RESEARCH-ONLY: PRS has no confirmed live representation (SERVE_VIEW invariant 3) MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 7.639%"
b5_last_day_has_nonresult,B5,factory/blocks.py:189; emitter factory/blocks.py:410-428,Most recent prior test-day contained an abandoned/aborted/refused record; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),abandoned,latest_day,presence,n/a,False = the most recent prior DAY contained no abandoned/aborted/refused record,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the D13-SAFE 'latest outcome' family (factory/blocks.py:189) - the twin that B0 reads with tests[0]. MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 7.639%"
b5_days_since_prior_day,B5,factory/blocks.py:190; emitter factory/blocks.py:410-428,"tgt_date minus the most recent prior test-day, in days; NULL without priors.",vehicle x prior test-DAY,vehicle_day atom (results + items),prior_test,lifetime,recency_days,days,n/a,NULL without priors (factory/blocks.py:190),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"THE recency-at-prediction-time column: tgt_date minus the most recent prior test-day. B0's similarly named days_since_last_test measures something else (autosafe/feature_engineering_v55.py:257). MEASURED flat4y/r1m n=999,999: range [1 .. 6450], NULL 7.639%"
b5_gap_annual_band_flag,B5,factory/blocks.py:191; emitter factory/blocks.py:410-428,"b5_days_since_prior_day falls in the annual band [300, 430]; NULL without priors.",vehicle x prior test-DAY,vehicle_day atom (results + items),prior_test,lifetime,band,n/a,"False = outside the [300,430]-day band",NULL without priors (factory/blocks.py:191),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the cadence band (factory/state.py:37). MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 7.639%"
b5_covid_straddle_flag,B5,factory/blocks.py:192; emitter factory/blocks.py:410-428,"The interval [last prior test-day, tgt_date] intersects the COVID MOT-extension window 2020-03-30..2020-08-01.",vehicle x prior test-DAY,vehicle_day atom (results + items),calendar,interval_to_last_prior,presence,n/a,False = the interval misses the extension window,never NULL (False without priors),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES: calendar-derived, 2020-03-30 to 2020-08-01",all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),equivalent,"the shipped COVID-regime indicator (factory/blocks.py:192; factory/state.py:479-483). MEASURED flat4y/r1m n=999,999: range [False .. True], NULL 0.000%"
